Hospital Name,QuVa Customer,Definitive ID,Final Tier,Beds,IDN,IDN Final Tier,Definitive IDN ID,City,State,Zip Code,GPO Affiliations,Zip_Code,Longitude,Latitude
Baptist Emergency Hospital - Zarzamora,False,869343,D,158.0,Baptist Health System - San Antonio TX,B,274217,SAN ANTONIO,TX,78224,,78224,-98.5393,29.3374
Southwest General Hospital,True,3857,D,259.0,Steward Health Care System,B,4684,SAN ANTONIO,TX,78224,HealthTrust Purchasing Group (HPG),78224,-98.5393,29.3374
Truman Medical Center Lakewood,True,2379,A,298.0,Truman Medical Centers,C,274115,KANSAS CITY,MO,64139,"Vizient, Premier Inc",64139,-94.4061,38.9659
Johnston Health (FKA: Johnston Memorial Hospital - Smithfield),True,2994,B,199.0,Johnston Health,C,764503,SMITHFIELD,NC,27577,Vizient,27577,-78.3479,35.5068
Spectrum Health Helen DeVos Childrens Hospital,True,274207,B,158.0,Spectrum Health,B,4886,GRAND RAPIDS,MI,49503,Vizient,49503,-85.6527,42.9659
Mercy Health Saint Marys (FKA St Marys Health Care),False,2036,D,371.0,Trinity Health (FKA CHE Trinity Health),B,4712,GRAND RAPIDS,MI,49503,"HealthTrust Purchasing Group (HPG), AmerisourceBergen",49503,-85.6527,42.9659
Select Specialty Hospital - Grand Rapids (FKA Great Lakes Specialty Hospital - Grand Rapids Campus),False,5316,D,20.0,Select Medical Corporation,B,7013,GRAND RAPIDS,MI,49503,Vizient,49503,-85.6527,42.9659
Mary Free Bed Rehab Hospital,False,4968,C,103.0,,,-1,GRAND RAPIDS,MI,49503,"Hospital Purchasing Services (HPS), Vizient",49503,-85.6527,42.9659
Select Specialty Hospital - Spectrum Health (FKA Spectrum Health Special Care Hospital),False,6351,C,290.0,Spectrum Health,B,4886,GRAND RAPIDS,MI,49503,Vizient,49503,-85.6527,42.9659
Spectrum Health Butterworth Hospital,False,2035,C,156.0,Spectrum Health,B,4886,GRAND RAPIDS,MI,49503,"Vizient, Cardinal Health",49503,-85.6527,42.9659
Spectrum Health Blodgett Hospital,True,274208,B,158.0,Spectrum Health,B,4886,GRAND RAPIDS,MI,49506,Vizient,49506,-85.6213,42.943999999999996
Our Lady of the Lake Regional Medical Center,False,1759,A,834.0,Franciscan Missionaries of Our Lady Health System (FMOL),A,7205,BATON ROUGE,LA,70808,"Intalere (FKA: Amerinet), Vizient, Resource Optimization and Innovation (ROi)",70808,-91.1468,30.4066
Our Lady of the Lake Childrens Hospital,False,579929,A,158.0,Franciscan Missionaries of Our Lady Health System (FMOL),A,7205,BATON ROUGE,LA,70808,"Vizient, Resource Optimization and Innovation (ROi)",70808,-91.1468,30.4066
Licking Memorial Hospital,True,3178,A,227.0,Licking Memorial Health Systems,C,574617,NEWARK,OH,43055,"Intalere (FKA: Amerinet), Vizient",43055,-82.4046,40.0724
Select Specialty Hospital - Southeast Ohio (FKA: Select Specialty Hospital - Zanesville),False,5803,D,35.0,Select Medical Corporation,B,7013,NEWARK,OH,43055,Vizient,43055,-82.4046,40.0724
Floyd Medical Center,False,992,A,216.0,Floyd Medical Center System,C,553389,ROME,GA,30165,Vizient,30165,-85.2231,34.2837
Kindred Hospital Rome,False,5045,D,45.0,Kindred Healthcare,B,7048,ROME,GA,30165,"Intalere (FKA: Amerinet), Health Resource Services, Vizient",30165,-85.2231,34.2837
Redmond Regional Medical Center,False,991,D,156.0,TriStar Health,C,550190,ROME,GA,30165,HealthTrust Purchasing Group (HPG),30165,-85.2231,34.2837
Lake Charles Memorial Hospital,True,1742,B,308.0,Lake Charles Memorial Health System,B,576754,LAKE CHARLES,LA,70601,Vizient,70601,-93.18799999999999,30.2285
CHRISTUS St Patrick Hospital,False,1743,B,148.0,CHRISTUS Health,D,4702,LAKE CHARLES,LA,70601,Vizient,70601,-93.18799999999999,30.2285
Dubuis Hospital of Lake Charles,False,5790,D,24.0,CHRISTUS Health,D,4702,LAKE CHARLES,LA,70601,,70601,-93.18799999999999,30.2285
Extended Care of Southwest Louisiana (Memorial Specialty Hospital),False,5330,D,29.0,Lake Charles Memorial Health System,B,576754,LAKE CHARLES,LA,70601,Vizient,70601,-93.18799999999999,30.2285
Calcasieu Oaks Geriatric Psychiatric Hospital (Calcasieu Oaks Behavioral Center),False,560464,C,158.0,South Cameron Memorial Hospital Health System,D,835865,LAKE CHARLES,LA,70601,Intalere (FKA: Amerinet),70601,-93.18799999999999,30.2285
MedStar Union Memorial Hospital,True,1919,B,183.0,MedStar Health,A,4722,BALTIMORE,MD,21218,"Intalere (FKA: Amerinet), Vizient",21218,-76.6048,39.3265
Cleveland VA Medical Center - Wade Park Campus (Louis Stokes Cleveland VA Medical Center),True,3127,D,670.0,Veterans Integrated Service Network 10 (VISN 10 - FKA VA Healthcare System Of Ohio),C,541804,CLEVELAND,OH,44106,Department of Veterans Affairs,44106,-81.6076,41.5084
UH Rainbow Babies & Childrens Hospital,False,5538,A,230.0,University Hospitals Health System,A,4729,CLEVELAND,OH,44106,"Vizient, Premier Inc",44106,-81.6076,41.5084
UH Cleveland Medical Center (FKA University Hospitals Case Medical Center),False,3124,C,156.0,University Hospitals Health System,A,4729,CLEVELAND,OH,44106,"Vizient, Premier Inc",44106,-81.6076,41.5084
University Hospitals MacDonald Womens Hospital,False,553304,C,158.0,University Hospitals Health System,A,4729,CLEVELAND,OH,44106,Premier Inc,44106,-81.6076,41.5084
University Hospitals Seidman Cancer Center,False,553305,C,158.0,University Hospitals Health System,A,4729,CLEVELAND,OH,44106,Premier Inc,44106,-81.6076,41.5084
University Hospital - University of Michigan,True,2096,B,998.0,Michigan Medicine (FKA University of Michigan Health System),A,270657,ANN ARBOR,MI,48109,Vizient,48109,-83.7409,42.2776
CS Mott Childrens Hospital,False,7262,A,158.0,Michigan Medicine (FKA University of Michigan Health System),A,270657,ANN ARBOR,MI,48109,Vizient,48109,-83.7409,42.2776
University Hospital - South (AKA UH-South),False,550166,B,158.0,Michigan Medicine (FKA University of Michigan Health System),A,270657,ANN ARBOR,MI,48109,Vizient,48109,-83.7409,42.2776
Von Voigtlander Womens Hospital,False,7263,B,158.0,Michigan Medicine (FKA University of Michigan Health System),A,270657,ANN ARBOR,MI,48109,Vizient,48109,-83.7409,42.2776
Good Shepherd Specialty Hospital - Bethlehem,False,6102,B,224.0,Good Shepherd Rehabilitation Network,C,550133,BETHLEHEM,PA,18017,"Intalere (FKA: Amerinet), Vizient",18017,-75.3903,40.6622
Lehigh Valley Hospital -  Muhlenberg,False,3527,C,156.0,Lehigh Valley Health Network,B,4739,BETHLEHEM,PA,18017,"Intalere (FKA: Amerinet), Magnet Group, Vizient",18017,-75.3903,40.6622
Coordinated Health - Bethlehem Campus,False,3528,B,224.0,Coordinated Health,C,542218,BETHLEHEM,PA,18020,Vizient,18020,-75.3349,40.6693
Truman Medical Center Hospital Hill,True,2385,B,238.0,Truman Medical Centers,C,274115,KANSAS CITY,MO,64108,"Vizient, Premier Inc",64108,-94.5868,39.0837
Childrens Mercy Hospital - Adele Hall Campus,True,2375,A,301.0,Childrens Mercy Hospital and Clinics,C,550175,KANSAS CITY,MO,64108,"Vizient, Provista",64108,-94.5868,39.0837
Center for Behavioral Medicine (FKA Western Missouri Mental Health Center),False,6107,D,65.0,Missouri Department of Mental Health,D,842987,KANSAS CITY,MO,64108,,64108,-94.5868,39.0837
St Rose Dominican Hospital  - Rose De Lima Campus,False,2588,B,109.0,Dignity Health (FKA Catholic Healthcare West),A,4698,HENDERSON,NV,89015,"Dignity Health Purchasing Network (DHPN), Premier Inc, Afaxys, Greenhealth Exchange, Provista, Vizient",89015,-114.9718,36.0357
Kindred Hospital - Las Vegas at St Rose Dominican Hospitals - Rose de Lima Campus,False,582538,C,156.0,Kindred Healthcare,B,7048,HENDERSON,NV,89015,Vizient,89015,-114.9718,36.0357
St Rose Dominican Hospital - Siena Campus,True,2593,A,326.0,Dignity Health (FKA Catholic Healthcare West),A,4698,HENDERSON,NV,89052,"Dignity Health Purchasing Network (DHPN), Premier Inc, Afaxys, Greenhealth Exchange, Provista, Vizient",89052,-115.1167,35.9878
Healthsouth Rehabilitation Hospital Of Henderson,False,5266,D,90.0,Encompass Health Corporation (FKA HealthSouth),B,7277,HENDERSON,NV,89052,Vizient,89052,-115.1167,35.9878
Seven Hills Behavioral Institute,False,560445,C,134.0,Acadia Healthcare,C,7230,HENDERSON,NV,89052,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet)",89052,-115.1167,35.9878
Sentara RMH Medical Center (FKA: Rockingham Memorial Hospital),False,4319,A,238.0,Sentara Healthcare,A,4723,HARRISONBURG,VA,22801,"Intalere (FKA: Amerinet), Magnet Group, Vizient",22801,-78.8714,38.4489
Geneva General Hospital,True,2866,A,477.0,Finger Lakes Health,C,7203,GENEVA,NY,14456,"Premier Inc, Magnet Group",14456,-76.9913,42.8637
Nationwide Childrens Hospital,True,5966,A,616.0,,,-1,COLUMBUS,OH,43205,Vizient,43205,-82.9644,39.9569
Select Specialty Hospital - Columbus East,False,902150,C,46.0,Select Medical Corporation,B,7013,COLUMBUS,OH,43205,Vizient,43205,-82.9644,39.9569
Tops Surgical Specialty Hospital,False,3989,D,16.0,United Surgical Partners International (USPI),D,574628,HOUSTON,TX,77090,HealthTrust Purchasing Group (HPG),77090,-95.447,30.0167
Houston Northwest Medical Center,False,4001,D,311.0,HCA Healthcare (FKA Hospital Corporation of America),D,4710,HOUSTON,TX,77090,"HealthTrust Purchasing Group (HPG), Vizient",77090,-95.447,30.0167
Cypress Creek Hospital,False,5980,C,96.0,Universal Health Services,A,7055,HOUSTON,TX,77090,Premier Inc,77090,-95.447,30.0167
Intracare North Hospital,False,5294,C,90.0,,,-1,HOUSTON,TX,77090,"Magnet Group, Vizient",77090,-95.447,30.0167
New Life Hospital,False,963470,D,156.0,,,-1,HOUSTON,TX,77090,,77090,-95.447,30.0167
Red Oak Hospital (Closed),False,794514,D,156.0,,,-1,HOUSTON,TX,77090,,77090,-95.447,30.0167
Kindred Hospital Spring,False,542046,B,158.0,Kindred Healthcare,B,7048,HOUSTON,TX,77090,Vizient,77090,-95.447,30.0167
Providence Hospital of North Houston,False,916951,C,156.0,,,-1,HOUSTON,TX,77090,Vizient,77090,-95.447,30.0167
University Medical Center New Orleans (FKA: Medical Center of Louisiana at New Orleans and Interim LSU Public Hospital),False,1791,D,268.0,Louisiana Childrens Medical Center Health System (AKA: LCMC Health),C,582166,NEW ORLEANS,LA,70112,"Resource Optimization and Innovation (ROi), Cardinal Health, The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",70112,-90.0753,29.9605
Tulane Medical Center,False,1794,D,332.0,HCA Healthcare (FKA Hospital Corporation of America),D,4710,NEW ORLEANS,LA,70112,HealthTrust Purchasing Group (HPG),70112,-90.0753,29.9605
Sanford Hospital - Luverne,True,2210,B,473.0,Sanford Health,A,4754,LUVERNE,MN,56156,"Vizient, Intalere (FKA: Amerinet)",56156,-96.2216,43.6614
Sanford Medical Center Bismarck (FKA Medcenter One),True,3052,B,473.0,Sanford Health,A,4754,BISMARCK,ND,58501,Vizient,58501,-100.7837,46.8083
CHI St Alexius Health,False,3053,A,225.0,CHI St Alexius Health (FKA St Alexius Medical Center System),B,560403,BISMARCK,ND,58501,"HSIsolutions, Intalere (FKA: Amerinet)",58501,-100.7837,46.8083
Sanford Childrens Hospital Bismarck,False,576763,A,158.0,Sanford Health,A,4754,BISMARCK,ND,58501,Vizient,58501,-100.7837,46.8083
Sanford Sheldon Medical Center,True,1482,B,473.0,Sanford Health,A,4754,SHELDON,IA,51201,Vizient,51201,-95.8401,43.1808
Fargo VA Health Care System,True,15,C,473.0,VA Midwest Health Care Network (VISN 23),C,541815,FARGO,ND,58102,Department of Veterans Affairs,58102,-96.8318,46.9209
Sanford Health Medical Center - Bemidji,True,2122,B,473.0,Sanford Health,A,4754,BEMIDJI,MN,56601,"Intalere (FKA: Amerinet), Vizient",56601,-94.8013,47.571999999999996
Community Behavioral Health Hospital - Bemidji,False,560467,D,16.0,Minnesota Department Of Human Services,D,560458,BEMIDJI,MN,56601,,56601,-94.8013,47.571999999999996
Sanford Aberdeen Medical Center,True,576759,B,473.0,Sanford Health,A,4754,ABERDEEN,SD,57401,Vizient,57401,-98.4856,45.4661
Avera St Lukes Hospital,False,3675,B,197.0,Avera Health,B,7000,ABERDEEN,SD,57401,Premier Inc,57401,-98.4856,45.4661
Sanford USD Medical Center,True,3702,B,473.0,Sanford Health,A,4754,SIOUX FALLS,SD,57117,"Vizient, Intalere (FKA: Amerinet)",57117,-96.7913,43.6746
Avera McKennan Childrens Hospital,False,581783,B,158.0,Avera Health,B,7000,SIOUX FALLS,SD,57117,Premier Inc,57117,-96.7913,43.6746
Sanford Childrens Hospital,False,576758,A,158.0,Sanford Health,A,4754,SIOUX FALLS,SD,57117,Vizient,57117,-96.7913,43.6746
Legacy Emanuel Medical Center,True,3420,B,431.0,Legacy Health,B,4720,PORTLAND,OR,97227,Vizient,97227,-122.6743,45.5496
Randall Childrens Hospital at Legacy Emanuel,False,553292,B,158.0,Legacy Health,B,4720,PORTLAND,OR,97227,Vizient,97227,-122.6743,45.5496
North Mississippi Medical Center - Tupelo,True,2290,A,630.0,North Mississippi Medical Center System,B,7022,TUPELO,MS,38801,"Premier Inc, Vizient",38801,-88.7209,34.2538
North Mississippi Medical Center Womens Hospital,False,957740,B,158.0,North Mississippi Medical Center System,B,7022,TUPELO,MS,38801,"Premier Inc, Vizient",38801,-88.7209,34.2538
Wyoming Medical Center,True,4614,B,163.0,,,-1,CASPER,WY,82601,"Intalere (FKA: Amerinet), Vizient",82601,-106.3166,42.8458
Jamaica Hospital Medical Center,True,2881,B,630.0,MediSys Health Network,C,274256,RICHMOND HILL,NY,11418,"Premier Inc, Magnet Group",11418,-73.8345,40.6982
Legacy Good Samaritan Medical Center,True,3419,A,214.0,Legacy Health,B,4720,PORTLAND,OR,97210,"Premier Inc, Vizient",97210,-122.7033,45.5303
Legacy Meridian Park Medical Center,True,3430,B,108.0,Legacy Health,B,4720,TUALATIN,OR,97062,Vizient,97062,-122.7631,45.3727
Legacy Mt Hood Medical Center,True,3415,C,93.0,Legacy Health,B,4720,GRESHAM,OR,97030,Vizient,97030,-122.4203,45.5154
Legacy Salmon Creek Medical Center,True,4356,B,167.0,Legacy Health,B,4720,VANCOUVER,WA,98686,Vizient,98686,-122.6322,45.711999999999996
Rainier Springs Hospital (Opening 2018),False,917367,D,156.0,Springstone Inc,C,842974,VANCOUVER,WA,98686,,98686,-122.6322,45.711999999999996
Legacy Silverton Medical Center (AKA Silverton Hospital),True,3413,C,48.0,Legacy Health,B,4720,SILVERTON,OR,97381,Vizient,97381,-122.7627,44.99100000000001
Kenosha Medical Center,True,4517,D,229.0,Froedtert South,D,965069,KENOSHA,WI,53143,HealthTrust Purchasing Group (HPG),53143,-87.8301,42.5617
Oaklawn Hospital,True,2000,C,78.0,,,-1,MARSHALL,MI,49068,Vizient,49068,-84.9583,42.272
Springhill Medical Center,False,91,A,197.0,,,-1,MOBILE,AL,36608,Vizient,36608,-88.2945,30.6817
Ascension Providence Hospital - Mobile,True,89,C,349.0,Ascension Health,B,4695,MOBILE,AL,36608,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),36608,-88.2945,30.6817
Arnot Ogden Medical Center,True,2770,B,225.0,Arnot Health,C,274370,ELMIRA,NY,14905,"Magnet Group, Vizient, Premier Inc",14905,-76.8397,42.0869
United Hospital,True,2205,A,346.0,Allina Health,A,4683,SAINT PAUL,MN,55102,Vizient,55102,-93.1209,44.9372
HealthEast St Josephs Hospital,False,2204,A,253.0,HealthEast Care System,B,7016,SAINT PAUL,MN,55102,"Vizient, Premier Inc",55102,-93.1209,44.9372
Childrens Hospital & Clinics of Minnesota - St Paul,False,5239,A,158.0,Childrens Hospital & Clinics of Minnesota,C,541972,SAINT PAUL,MN,55102,Vizient,55102,-93.1209,44.9372
District One Hospital,True,2209,C,26.0,Allina Health,A,4683,FARIBAULT,MN,55021,Vizient,55021,-93.2818,44.2945
Mercy Hospital,True,2119,A,405.0,Allina Health,A,4683,MINNEAPOLIS,MN,55433,Vizient,55433,-93.3193,45.1643
Zion Medical Center (FKA San Diego Medical Center),True,535,A,414.0,Kaiser Permanente - Southern California Region,A,845346,SAN DIEGO,CA,92120,"Vizient, National Capital Area Shared Services Inc",92120,-117.0707,32.7958
Alvarado Hospital Medical Center,False,540,A,304.0,Prime Healthcare Services,A,542003,SAN DIEGO,CA,92120,Vizient,92120,-117.0707,32.7958
Loma Linda University Medical Center,True,519,A,445.0,Loma Linda University Health,A,550027,LOMA LINDA,CA,92354,Premier Inc,92354,-117.2513,34.0528
Loma Linda University Childrens Hospital,False,550028,B,156.0,Loma Linda University Health,A,550027,LOMA LINDA,CA,92354,Premier Inc,92354,-117.2513,34.0528
Loma Linda University Medical Center East Campus,False,577361,A,158.0,Loma Linda University Health,A,550027,LOMA LINDA,CA,92354,Premier Inc,92354,-117.2513,34.0528
Totally Kids Rehabilitation Hospital,False,840536,C,156.0,,,-1,LOMA LINDA,CA,92354,,92354,-117.2513,34.0528
CHI St Lukes Health - The Woodlands Hospital,True,4007,B,231.0,CHI St Lukes Health (FKA St Lukes Episcopal Health System),B,274128,CONROE,TX,77384,Vizient,77384,-95.4924,30.2257
CHI St Lukes Health - Lakeside Hospital,False,4095,C,30.0,CHI St Lukes Health (FKA St Lukes Episcopal Health System),B,274128,CONROE,TX,77384,Vizient,77384,-95.4924,30.2257
Healthsouth Rehab Of Woodlands,False,5750,D,84.0,Encompass Health Corporation (FKA HealthSouth),B,7277,CONROE,TX,77384,Vizient,77384,-95.4924,30.2257
HealthSouth Rehabilitation Hospital Vision Park (FKA Reliant Hospital North Houston),False,552448,D,60.0,Encompass Health Corporation (FKA HealthSouth),B,7277,CONROE,TX,77384,Vizient,77384,-95.4924,30.2257
Nexus Specialty Hospital - Shenandoah,False,577652,C,156.0,Nexus Health Systems,D,552445,CONROE,TX,77384,"Provista, Vizient",77384,-95.4924,30.2257
Texas Childrens Hospital - The Woodlands Health Center,False,822364,B,156.0,Texas Childrens Hospital,A,550179,CONROE,TX,77384,Vizient,77384,-95.4924,30.2257
Woodland Springs (Opening Spring 2018),False,928186,D,156.0,Springstone Inc,C,842974,CONROE,TX,77384,,77384,-95.4924,30.2257
Kingsbrook Jewish Medical Center,False,2805,B,749.0,,,-1,BROOKLYN,NY,11203,"Premier Inc, Magnet Group",11203,-73.9349,40.6505
NYC Health and Hospitals/Kings County (FKA Kings County Hospital Center),False,2806,B,634.0,NYC Health and Hospitals (FKA New York City Health and Hospitals Corporation),A,7112,BROOKLYN,NY,11203,"Intalere (FKA: Amerinet), Magnet Group, Premier Inc, Vizient, Minnesota Multistate Contracting Alliance for Pharmacy (MMCAP)",11203,-73.9349,40.6505
University Hospital of Brooklyn at SUNY Downstate Medical Center,False,2801,B,323.0,SUNY Health Sciences Centers,C,842990,BROOKLYN,NY,11203,"Magnet Group, Vizient, Premier Inc",11203,-73.9349,40.6505
Kingsboro Psychiatric Center,False,5030,D,163.0,New York State Office of Mental Health,B,552464,BROOKLYN,NY,11203,Magnet Group,11203,-73.9349,40.6505
Ascension St Vincents Medical Center - Clay County,True,274355,C,106.0,Ascension St Vincents (FKA St Vincents HealthCare),B,274354,MIDDLEBURG,FL,32068,"Intalere (FKA: Amerinet), The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",32068,-81.8645,30.084
AMITA Health Alexian Brothers Medical Center,True,1134,A,353.0,AMITA Health Alexian Brothers Health System,A,7075,ELK GROVE VILLAGE,IL,60007,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Premier Inc",60007,-87.9931,42.0076
St Lukes Regional Medical Center,False,1514,B,190.0,UnityPoint Health Fort Dodge (FKA: Trinity Health Systems),C,560472,SIOUX CITY,IA,51104,"Servi - Share Of Iowa, Vizient, Premier Inc",51104,-96.4005,42.5254
Nicklaus Childrens Hospital (AKA Nicklaus Childrens Health System),True,5892,A,289.0,,,-1,MIAMI,FL,33155,Vizient,33155,-80.3103,25.7392
Westchester General Hospital,False,862,C,155.0,,,-1,MIAMI,FL,33155,Vizient,33155,-80.3103,25.7392
West Gables Rehabilitation Hospital,False,5609,D,60.0,Select Medical Corporation,B,7013,MIAMI,FL,33155,"Intalere (FKA: Amerinet), Health Resource Services, Vizient",33155,-80.3103,25.7392
Washington Regional Medical Center At North Hills,True,291,A,321.0,,,-1,FAYETTEVILLE,AR,72703,Vizient,72703,-94.1716,36.0992
Physicians Specialty Hospital,False,289,C,20.0,Northwest Health System,D,542083,FAYETTEVILLE,AR,72703,"Intalere (FKA: Amerinet), Vizient",72703,-94.1716,36.0992
Healthsouth Rehabiltation Hospital a Partner with Washington Regional,False,5814,C,80.0,Encompass Health Corporation (FKA HealthSouth),B,7277,FAYETTEVILLE,AR,72703,Vizient,72703,-94.1716,36.0992
Vantage Point of Northwest Arkansas (FKA Vista Health Fayetteville),False,4906,D,114.0,Acadia Healthcare,C,7230,FAYETTEVILLE,AR,72703,,72703,-94.1716,36.0992
